0	1
0	14
0	44
0	47
0	86
0	101
0	111
0	156
0	181
0	195
0	210
0	211
0	224
0	232
0	252
0	256
0	257
0	269
0	272
0	283
0	292
0	300
0	307
0	332
0	335
0	352
0	357
0	366
0	371
0	387
0	426
0	431
0	433
0	438
0	439
0	451
0	453
0	467
0	475
0	482
0	496
1	6
1	17
1	25
1	67
1	69
1	90
1	96
1	126
1	139
1	142
1	143
1	145
1	147
1	150
1	176
1	179
1	184
1	213
1	215
1	230
1	237
1	246
1	247
1	251
1	253
1	254
1	274
1	276
1	281
1	296
1	307
1	319
1	320
1	336
1	357
1	364
1	366
1	403
1	414
1	451
1	455
1	473
1	475
1	480
1	497
2	4
2	16
2	17
2	18
2	41
2	57
2	61
2	80
2	86
2	90
2	91
2	103
2	104
2	106
2	109
2	133
2	136
2	173
2	185
2	198
2	203
2	208
2	226
2	235
2	242
2	243
2	264
2	277
2	289
2	335
2	348
2	359
2	363
2	366
2	369
2	372
2	373
2	401
2	404
2	416
2	432
2	442
2	448
2	459
2	462
2	464
2	471
2	475
2	486
2	488
2	495
3	13
3	14
3	37
3	72
3	91
3	92
3	101
3	105
3	111
3	117
3	123
3	138
3	159
3	160
3	183
3	191
3	192
3	218
3	239
3	240
3	243
3	248
3	250
3	261
3	307
3	309
3	310
3	324
3	330
3	348
3	355
3	357
3	358
3	364
3	388
3	418
3	433
3	444
3	449
3	451
3	466
3	467
3	470
3	476
3	480
3	496
4	9
4	10
4	17
4	21
4	22
4	47
4	57
4	67
4	71
4	74
4	75
4	81
4	99
4	113
4	126
4	146
4	154
4	158
4	166
4	181
4	190
4	192
4	198
4	211
4	214
4	222
4	224
4	242
4	254
4	257
4	291
4	297
4	305
4	311
4	315
4	319
4	320
4	328
4	351
4	352
4	356
4	360
4	366
4	379
4	388
4	414
4	415
4	417
4	458
4	474
4	483
4	487
4	494
5	8
5	16
5	24
5	29
5	31
5	32
5	34
5	36
5	42
5	49
5	60
5	98
5	109
5	138
5	145
5	151
5	152
5	161
5	167
5	169
5	180
5	185
5	196
5	208
5	212
5	216
5	219
5	220
5	240
5	276
5	281
5	283
5	288
5	297
5	299
5	306
5	312
5	319
5	323
5	330
5	343
5	346
5	349
5	353
5	360
5	362
5	365
5	368
5	374
5	375
5	400
5	405
5	428
5	429
5	439
5	444
5	461
5	462
5	467
5	471
5	478
5	490
6	11
6	30
6	33
6	80
6	89
6	93
6	120
6	123
6	154
6	161
6	179
6	188
6	191
6	193
6	196
6	224
6	238
6	239
6	242
6	247
6	249
6	259
6	274
6	275
6	320
6	330
6	333
6	340
6	371
6	376
6	384
6	398
6	421
6	423
6	429
6	445
6	449
6	454
7	8
7	14
7	26
7	49
7	52
7	68
7	112
7	133
7	146
7	151
7	166
7	204
7	228
7	229
7	250
7	266
7	282
7	286
7	317
7	328
7	334
7	346
7	350
7	360
7	362
7	366
7	373
7	391
7	398
7	401
7	407
7	408
7	409
7	411
7	424
7	435
7	436
7	458
7	488
7	490
8	26
8	27
8	28
8	51
8	54
8	89
8	93
8	126
8	130
8	138
8	141
8	142
8	147
8	151
8	184
8	198
8	206
8	219
8	248
8	250
8	256
8	277
8	287
8	292
8	308
8	310
8	313
8	336
8	345
8	348
8	355
8	362
8	364
8	385
8	390
8	391
8	406
8	409
8	424
8	426
8	430
8	433
8	449
8	455
8	463
8	464
8	468
8	472
8	484
9	11
9	27
9	31
9	40
9	42
9	47
9	66
9	71
9	102
9	113
9	117
9	122
9	123
9	140
9	143
9	146
9	154
9	164
9	165
9	193
9	196
9	207
9	217
9	223
9	230
9	234
9	243
9	247
9	250
9	260
9	265
9	268
9	308
9	316
9	332
9	334
9	344
9	349
9	359
9	386
9	388
9	405
9	408
9	413
9	430
9	447
9	460
9	462
9	474
9	484
9	486
10	12
10	23
10	49
10	72
10	84
10	100
10	111
10	124
10	125
10	128
10	133
10	142
10	147
10	187
10	199
10	214
10	225
10	230
10	231
10	234
10	243
10	246
10	249
10	254
10	255
10	257
10	272
10	275
10	289
10	297
10	305
10	312
10	318
10	323
10	326
10	332
10	335
10	346
10	353
10	377
10	379
10	383
10	390
10	417
10	432
10	451
10	472
10	475
10	476
10	479
10	485
10	492
10	494
11	13
11	14
11	22
11	27
11	31
11	36
11	51
11	57
11	62
11	63
11	76
11	87
11	90
11	102
11	111
11	112
11	125
11	128
11	148
11	155
11	156
11	194
11	204
11	205
11	208
11	216
11	217
11	222
11	224
11	239
11	240
11	241
11	243
11	246
11	279
11	281
11	287
11	289
11	294
11	300
11	315
11	325
11	336
11	380
11	381
11	385
11	387
11	388
11	396
11	414
11	424
11	426
11	435
11	461
11	464
11	466
11	478
11	485
11	486
11	488
12	18
12	38
12	45
12	47
12	53
12	60
12	78
12	79
12	80
12	83
12	88
12	112
12	115
12	164
12	175
12	182
12	197
12	211
12	214
12	220
12	227
12	237
12	244
12	252
12	262
12	278
12	285
12	286
12	302
12	303
12	306
12	311
12	316
12	320
12	337
12	376
12	389
12	404
12	414
12	417
